age,weight_kg,height_cm,bmi,gender,goal,experience,workout_type,duration_min,calories_burned,weekly_frequency,bmi_category,age_group,fitness_score
52,63.4,180.2,19.52,male,flexibility,advanced,Yoga + Stretching,58,163.6,5,Normal,Middle-aged,144.4
56,53.3,176.2,17.17,male,muscle_gain,beginner,Strength Training,25,96.6,4,Underweight,Senior,55.2
51,118.3,162.7,44.69,male,flexibility,beginner,Yoga + Stretching,34,180.0,4,Obese,Middle-aged,68.0
42,84.1,173.5,27.94,female,muscle_gain,intermediate,Strength Training,41,270.1,4,Overweight,Middle-aged,113.5
32,108.7,174.6,35.66,female,weight_loss,beginner,Cardio + HIIT,45,484.3,3,Obese,Adult,88.5
24,69.7,159.8,27.29,male,endurance,advanced,Running + Cycling,69,619.2,6,Overweight,Young,166.0
48,111.9,182.6,33.56,female,endurance,beginner,Running + Cycling,27,343.7,4,Obese,Middle-aged,79.5
35,54.5,189.0,15.26,male,general_fitness,intermediate,Mixed Training,48,233.8,4,Underweight,Adult,113.4
28,75.3,189.6,20.95,female,endurance,beginner,Running + Cycling,41,389.8,4,Normal,Adult,86.5
43,128.1,180.1,39.49,female,general_fitness,advanced,Mixed Training,75,800.0,6,Obese,Middle-aged,166.0
63,112.5,175.6,36.48,male,general_fitness,beginner,Mixed Training,37,318.6,4,Obese,Senior,83.4
44,87.3,153.1,37.24,male,endurance,beginner,Running + Cycling,27,274.0,4,Obese,Middle-aged,73.9
28,73.9,164.4,27.34,female,muscle_gain,beginner,Strength Training,28,174.2,4,Overweight,Adult,64.4
61,119.1,154.7,49.77,female,endurance,advanced,Running + Cycling,58,729.6,5,Obese,Senior,161.0
50,91.3,198.2,23.24,female,general_fitness,beginner,Mixed Training,35,263.6,4,Normal,Middle-aged,76.9
21,109.5,156.8,44.54,female,flexibility,beginner,Yoga + Stretching,31,177.4,4,Obese,Young,66.2
33,109.1,157.6,43.93,female,weight_loss,beginner,Cardio + HIIT,35,376.1,3,Obese,Adult,83.5
20,46.5,194.5,12.29,male,flexibility,intermediate,Yoga + Stretching,50,122.1,4,Underweight,Young,103.2
62,55.7,197.2,14.32,male,weight_loss,beginner,Cardio + HIIT,34,159.1,4,Underweight,Senior,65.9
40,101.1,188.3,28.51,male,muscle_gain,beginner,Strength Training,29,232.1,4,Overweight,Middle-aged,70.7
17,58.7,150.3,25.98,male,weight_loss,beginner,Cardio + HIIT,37,231.3,3,Overweight,Young,74.6
25,66.7,150.1,29.6,male,endurance,intermediate,Running + Cycling,51,435.8,5,Overweight,Adult,124.5
45,125.5,168.9,43.99,female,general_fitness,intermediate,Mixed Training,49,521.4,5,Obese,Middle-aged,123.5
60,92.6,157.2,37.47,female,weight_loss,intermediate,Cardio + HIIT,46,362.1,5,Obese,Senior,122.0
20,108.8,150.9,47.78,male,weight_loss,advanced,Cardio + HIIT,73,800.0,5,Obese,Young,166.0
48,92.4,173.2,30.8,female,weight_loss,advanced,Cardio + HIIT,73,613.8,6,Obese,Middle-aged,166.0
16,92.0,197.2,23.66,male,endurance,beginner,Running + Cycling,43,529.1,4,Normal,Young,87.5
33,53.0,166.2,19.19,male,muscle_gain,advanced,Strength Training,66,287.1,5,Normal,Adult,160.7
47,74.2,183.1,22.13,female,weight_loss,intermediate,Cardio + HIIT,59,400.6,5,Normal,Middle-aged,128.5
62,69.0,182.6,20.69,female,weight_loss,advanced,Cardio + HIIT,69,399.9,6,Normal,Senior,166.0
64,78.2,162.6,29.58,male,muscle_gain,intermediate,Strength Training,44,238.0,5,Overweight,Senior,111.8
26,112.9,182.5,33.9,male,weight_loss,intermediate,Cardio + HIIT,53,610.3,5,Obese,Adult,125.5
36,76.6,160.6,29.7,female,endurance,intermediate,Running + Cycling,51,473.7,4,Overweight,Adult,124.5
41,83.4,156.1,34.23,male,weight_loss,advanced,Cardio + HIIT,75,591.1,5,Obese,Middle-aged,166.0
40,78.8,185.1,23.0,male,endurance,beginner,Running + Cycling,35,327.5,4,Normal,Middle-aged,83.2
37,52.9,155.7,21.82,female,weight_loss,beginner,Cardio + HIIT,29,148.0,4,Normal,Adult,62.3
42,82.5,199.8,20.67,male,muscle_gain,beginner,Strength Training,40,258.5,4,Normal,Middle-aged,78.8
64,61.6,159.2,24.3,male,weight_loss,beginner,Cardio + HIIT,42,214.7,4,Normal,Senior,75.5
28,60.9,179.7,18.86,male,endurance,intermediate,Running + Cycling,51,392.1,4,Normal,Adult,124.5
48,53.0,170.6,18.21,female,general_fitness,beginner,Mixed Training,29,128.2,3,Underweight,Middle-aged,60.3
49,75.3,156.3,30.82,female,general_fitness,beginner,Mixed Training,40,249.9,3,Obese,Middle-aged,78.0
56,109.4,151.4,47.73,male,endurance,advanced,Running + Cycling,66,785.2,6,Obese,Senior,165.0
50,68.5,181.1,20.89,male,muscle_gain,intermediate,Strength Training,41,210.6,5,Normal,Middle-aged,107.6
16,71.5,190.3,19.74,male,flexibility,intermediate,Yoga + Stretching,45,172.1,5,Normal,Young,105.7
36,99.6,192.1,26.99,male,endurance,beginner,Running + Cycling,45,543.4,3,Overweight,Adult,88.5
63,61.6,174.1,20.32,male,weight_loss,beginner,Cardio + HIIT,28,144.0,3,Normal,Senior,61.4
21,121.2,188.9,33.97,female,flexibility,advanced,Yoga + Stretching,67,424.3,5,Obese,Young,165.5
43,89.2,183.6,26.46,male,muscle_gain,advanced,Strength Training,64,444.8,5,Overweight,Middle-aged,164.0
32,83.0,186.2,23.94,male,weight_loss,beginner,Cardio + HIIT,41,336.9,3,Normal,Adult,86.5
20,92.4,174.6,30.31,male,weight_loss,advanced,Cardio + HIIT,68,659.7,6,Obese,Young,166.0
46,59.1,181.7,17.9,male,weight_loss,advanced,Cardio + HIIT,69,375.2,6,Underweight,Middle-aged,166.0
20,97.1,190.3,26.81,male,muscle_gain,advanced,Strength Training,62,526.8,6,Overweight,Young,163.0
53,75.9,169.9,26.29,male,weight_loss,intermediate,Cardio + HIIT,57,382.9,4,Overweight,Middle-aged,127.5
18,121.3,190.3,33.5,female,weight_loss,beginner,Cardio + HIIT,27,347.2,4,Obese,Young,79.5
38,59.4,179.6,18.42,female,weight_loss,intermediate,Cardio + HIIT,56,319.3,5,Underweight,Adult,125.9
52,88.1,158.3,35.16,male,endurance,intermediate,Running + Cycling,46,450.9,4,Obese,Middle-aged,122.0
52,95.8,151.2,41.9,female,endurance,beginner,Running + Cycling,37,394.3,3,Obese,Middle-aged,84.5
25,47.8,168.1,16.92,male,muscle_gain,advanced,Strength Training,70,285.8,5,Underweight,Adult,161.6
25,75.9,177.3,24.14,male,weight_loss,beginner,Cardio + HIIT,29,225.6,4,Normal,Adult,70.1
34,107.3,192.0,29.11,female,weight_loss,intermediate,Cardio + HIIT,43,452.2,4,Overweight,Adult,120.5
32,114.7,156.4,46.89,male,general_fitness,beginner,Mixed Training,34,353.9,4,Obese,Adult,83.0
36,71.6,190.0,19.83,female,muscle_gain,intermediate,Strength Training,52,301.0,5,Normal,Adult,122.1
29,112.9,193.2,30.25,female,muscle_gain,beginner,Strength Training,34,321.5,3,Obese,Adult,82.2
24,127.3,157.5,51.32,female,weight_loss,advanced,Cardio + HIIT,68,800.0,6,Obese,Young,166.0
61,117.8,192.6,31.76,female,endurance,intermediate,Running + Cycling,51,634.6,4,Obese,Senior,124.5
16,55.0,199.6,13.81,male,muscle_gain,advanced,Strength Training,55,269.7,5,Underweight,Young,153.5
60,107.9,186.3,31.09,female,weight_loss,advanced,Cardio + HIIT,75,687.9,6,Obese,Senior,166.0
28,72.2,189.2,20.17,female,weight_loss,intermediate,Cardio + HIIT,59,430.2,5,Normal,Adult,128.5
19,129.0,199.7,32.35,female,muscle_gain,advanced,Strength Training,74,800.0,6,Obese,Young,166.0
16,86.3,180.3,26.55,male,flexibility,beginner,Yoga + Stretching,31,143.1,3,Overweight,Young,62.8
64,55.4,165.4,20.25,female,general_fitness,beginner,Mixed Training,33,139.1,4,Normal,Senior,63.4
55,106.6,191.9,28.95,male,endurance,beginner,Running + Cycling,32,373.1,3,Overweight,Senior,82.0
47,72.5,180.7,22.2,female,endurance,beginner,Running + Cycling,37,306.8,3,Normal,Middle-aged,82.2
49,129.8,179.1,40.47,male,weight_loss,advanced,Cardio + HIIT,68,798.8,6,Obese,Middle-aged,166.0
43,128.3,162.7,48.47,female,endurance,beginner,Running + Cycling,36,539.8,4,Obese,Middle-aged,84.0
46,100.8,187.8,28.58,male,endurance,intermediate,Running + Cycling,47,544.8,5,Overweight,Middle-aged,122.5
23,56.0,154.1,23.58,male,weight_loss,intermediate,Cardio + HIIT,60,347.8,5,Normal,Young,129.0
54,103.4,196.2,26.86,male,general_fitness,intermediate,Mixed Training,57,475.4,4,Overweight,Middle-aged,127.5
41,52.9,166.3,19.13,male,weight_loss,intermediate,Cardio + HIIT,55,274.9,5,Normal,Middle-aged,121.0
49,47.5,156.4,19.42,male,muscle_gain,advanced,Strength Training,65,232.8,5,Normal,Middle-aged,154.8
18,115.0,172.1,38.83,male,endurance,beginner,Running + Cycling,40,609.5,4,Obese,Young,86.0
27,62.8,152.1,27.15,female,endurance,beginner,Running + Cycling,38,302.8,4,Overweight,Adult,82.3
16,77.2,184.2,22.75,female,endurance,intermediate,Running + Cycling,42,433.7,5,Normal,Young,120.0
59,127.7,195.1,33.55,female,weight_loss,intermediate,Cardio + HIIT,60,655.1,4,Obese,Senior,129.0
20,73.6,191.9,19.99,male,flexibility,intermediate,Yoga + Stretching,41,158.4,5,Normal,Young,102.3
45,70.2,156.4,28.7,male,muscle_gain,advanced,Strength Training,57,308.4,5,Overweight,Middle-aged,158.3
45,123.0,156.3,50.35,male,muscle_gain,intermediate,Strength Training,43,407.7,5,Obese,Middle-aged,120.5
32,54.4,190.7,14.96,female,general_fitness,intermediate,Mixed Training,44,217.2,5,Underweight,Adult,109.7
63,109.6,196.2,28.47,female,endurance,beginner,Running + Cycling,34,388.9,3,Overweight,Senior,83.0
62,129.0,173.0,43.1,male,weight_loss,intermediate,Cardio + HIIT,59,639.3,4,Obese,Senior,128.5
38,121.6,174.9,39.75,male,flexibility,intermediate,Yoga + Stretching,41,239.3,5,Obese,Adult,110.4
30,100.4,165.9,36.48,female,weight_loss,beginner,Cardio + HIIT,36,361.4,4,Obese,Adult,84.0
52,71.7,194.7,18.91,female,weight_loss,beginner,Cardio + HIIT,29,185.1,3,Normal,Middle-aged,66.0
36,66.6,182.2,20.06,female,muscle_gain,advanced,Strength Training,59,317.6,6,Normal,Adult,160.3
29,114.6,164.4,42.4,female,general_fitness,beginner,Mixed Training,25,263.9,3,Obese,Adult,71.9
17,119.8,164.9,44.06,male,weight_loss,beginner,Cardio + HIIT,28,357.2,4,Obese,Young,80.0
26,89.7,194.6,23.69,male,endurance,intermediate,Running + Cycling,60,686.2,4,Normal,Adult,129.0
54,65.8,150.7,28.97,male,weight_loss,beginner,Cardio + HIIT,36,208.5,3,Overweight,Middle-aged,71.8
53,54.6,166.1,19.79,male,endurance,advanced,Running + Cycling,66,398.6,5,Normal,Middle-aged,165.0
49,52.4,177.7,16.59,male,muscle_gain,beginner,Strength Training,40,158.1,3,Underweight,Middle-aged,68.8
53,106.1,157.4,42.83,male,endurance,intermediate,Running + Cycling,56,657.3,4,Obese,Middle-aged,127.0
49,80.7,154.6,33.76,male,weight_loss,intermediate,Cardio + HIIT,60,438.2,5,Obese,Middle-aged,129.0
33,122.0,190.8,33.51,male,endurance,advanced,Running + Cycling,64,800.0,6,Obese,Adult,164.0
45,107.9,194.7,28.46,male,general_fitness,beginner,Mixed Training,41,375.1,4,Overweight,Middle-aged,86.5
30,61.3,191.2,16.77,male,endurance,intermediate,Running + Cycling,56,429.1,5,Underweight,Adult,127.0
42,97.2,194.9,25.59,male,muscle_gain,intermediate,Strength Training,57,434.0,5,Overweight,Middle-aged,127.5
49,82.0,177.7,25.97,female,general_fitness,intermediate,Mixed Training,41,278.9,5,Overweight,Middle-aged,114.4
53,94.1,190.6,25.9,female,weight_loss,intermediate,Cardio + HIIT,43,358.1,5,Overweight,Middle-aged,120.5
48,107.7,169.2,37.62,male,endurance,intermediate,Running + Cycling,58,710.6,5,Obese,Middle-aged,128.0
39,113.5,183.3,33.78,male,general_fitness,advanced,Mixed Training,65,645.8,6,Obese,Adult,164.5
30,116.7,199.4,29.35,male,weight_loss,beginner,Cardio + HIIT,41,478.5,3,Overweight,Adult,86.5
45,66.6,161.3,25.6,female,muscle_gain,beginner,Strength Training,36,184.8,3,Overweight,Middle-aged,69.5
57,47.6,169.5,16.57,male,weight_loss,advanced,Cardio + HIIT,56,230.6,6,Underweight,Senior,150.1
32,107.8,174.0,35.61,male,endurance,beginner,Running + Cycling,30,400.2,3,Obese,Adult,81.0
20,54.0,156.9,21.94,female,endurance,advanced,Running + Cycling,63,446.5,6,Normal,Young,163.5
44,71.8,154.1,30.24,male,muscle_gain,intermediate,Strength Training,44,244.8,4,Obese,Middle-aged,112.5
19,45.3,191.5,12.35,male,muscle_gain,intermediate,Strength Training,59,235.0,4,Underweight,Young,119.0
25,102.9,198.8,26.04,male,weight_loss,beginner,Cardio + HIIT,45,474.6,3,Overweight,Adult,88.5
32,59.2,170.2,20.44,male,muscle_gain,beginner,Strength Training,33,161.2,4,Normal,Adult,65.6
25,100.7,154.4,42.24,male,weight_loss,intermediate,Cardio + HIIT,47,485.1,5,Obese,Adult,122.5
32,129.3,153.3,55.02,female,general_fitness,advanced,Mixed Training,74,800.0,6,Obese,Adult,166.0
35,51.2,194.6,13.52,male,weight_loss,advanced,Cardio + HIIT,62,309.5,6,Underweight,Adult,161.0
39,51.6,173.2,17.2,female,general_fitness,beginner,Mixed Training,45,203.3,3,Underweight,Adult,75.8
20,73.9,166.0,26.82,male,endurance,beginner,Running + Cycling,30,291.0,4,Overweight,Young,77.1
49,118.6,173.8,39.26,male,muscle_gain,beginner,Strength Training,27,241.5,3,Obese,Middle-aged,70.6
21,63.3,165.9,23.0,male,endurance,advanced,Running + Cycling,59,487.8,6,Normal,Young,161.5
17,75.6,174.5,24.83,male,muscle_gain,beginner,Strength Training,33,221.4,3,Normal,Young,71.6
28,50.8,193.0,13.64,male,muscle_gain,beginner,Strength Training,31,132.5,3,Underweight,Adult,61.8
58,109.9,179.6,34.07,male,weight_loss,beginner,Cardio + HIIT,28,264.6,3,Obese,Senior,73.5
58,79.7,184.7,23.36,female,muscle_gain,beginner,Strength Training,31,177.1,3,Normal,Senior,66.2
63,109.5,168.2,38.7,male,weight_loss,advanced,Cardio + HIIT,59,539.5,6,Obese,Senior,161.5
26,121.8,186.9,34.87,male,weight_loss,intermediate,Cardio + HIIT,50,621.2,5,Obese,Adult,124.0
62,64.8,183.3,19.29,male,muscle_gain,beginner,Strength Training,39,176.9,3,Normal,Senior,70.2
38,113.6,156.0,46.68,male,weight_loss,beginner,Cardio + HIIT,26,283.5,4,Obese,Adult,74.4
31,50.0,178.6,15.67,male,weight_loss,beginner,Cardio + HIIT,37,184.1,4,Underweight,Adult,69.9
46,121.4,162.8,45.8,male,weight_loss,beginner,Cardio + HIIT,40,446.8,3,Obese,Middle-aged,86.0
26,100.3,190.2,27.73,male,weight_loss,beginner,Cardio + HIIT,31,317.1,4,Overweight,Adult,80.2
31,119.3,171.3,40.66,male,weight_loss,intermediate,Cardio + HIIT,47,557.9,5,Obese,Adult,122.5
23,45.0,199.7,11.28,female,general_fitness,beginner,Mixed Training,30,128.1,4,Underweight,Young,60.8
19,59.4,154.6,24.85,male,weight_loss,beginner,Cardio + HIIT,31,194.3,3,Normal,Young,67.9
55,78.1,189.0,21.86,male,endurance,beginner,Running + Cycling,42,358.8,4,Normal,Senior,87.0
19,77.3,183.7,22.91,female,weight_loss,advanced,Cardio + HIIT,74,603.5,5,Normal,Young,166.0
40,64.3,188.4,18.12,female,general_fitness,intermediate,Mixed Training,46,257.6,4,Underweight,Middle-aged,114.8
18,77.4,165.4,28.29,female,weight_loss,intermediate,Cardio + HIIT,42,344.6,4,Overweight,Young,120.0
47,56.0,174.6,18.37,male,general_fitness,intermediate,Mixed Training,44,206.7,5,Underweight,Middle-aged,108.7
18,80.1,189.8,22.24,female,endurance,intermediate,Running + Cycling,40,424.5,5,Normal,Young,119.0
42,113.2,161.6,43.35,female,weight_loss,beginner,Cardio + HIIT,39,415.0,4,Obese,Middle-aged,85.5
44,85.7,161.3,32.94,male,general_fitness,advanced,Mixed Training,57,416.4,5,Obese,Middle-aged,160.5
47,46.5,177.6,14.74,female,muscle_gain,beginner,Strength Training,32,113.5,4,Underweight,Middle-aged,60.4
34,80.8,176.2,26.03,male,weight_loss,intermediate,Cardio + HIIT,48,380.1,4,Overweight,Adult,123.0
36,47.3,164.1,17.56,female,flexibility,advanced,Yoga + Stretching,69,158.3,6,Underweight,Adult,148.8
20,127.1,164.9,46.74,female,general_fitness,intermediate,Mixed Training,49,599.4,4,Obese,Young,123.5
33,55.8,163.9,20.77,female,muscle_gain,advanced,Strength Training,56,256.5,6,Normal,Adult,152.6
43,105.2,188.6,29.58,female,muscle_gain,intermediate,Strength Training,59,483.6,5,Overweight,Middle-aged,128.5
57,127.7,182.6,38.3,male,flexibility,advanced,Yoga + Stretching,59,325.9,6,Obese,Senior,161.1
37,115.2,191.6,31.38,male,endurance,advanced,Running + Cycling,73,800.0,5,Obese,Adult,166.0
36,104.4,198.8,26.42,female,general_fitness,advanced,Mixed Training,67,622.0,5,Overweight,Adult,165.5
21,116.4,173.7,38.58,female,endurance,advanced,Running + Cycling,65,800.0,6,Obese,Young,164.5
16,128.5,153.3,54.68,female,weight_loss,advanced,Cardio + HIIT,55,756.2,5,Obese,Young,159.5
20,97.8,152.4,42.11,female,general_fitness,intermediate,Mixed Training,54,508.3,4,Obese,Young,126.0
56,92.5,164.8,34.06,female,weight_loss,beginner,Cardio + HIIT,42,338.0,3,Obese,Senior,87.0
27,98.4,196.6,25.46,female,weight_loss,beginner,Cardio + HIIT,40,399.5,4,Overweight,Adult,86.0
41,90.3,176.2,29.09,male,muscle_gain,intermediate,Strength Training,48,341.3,5,Overweight,Middle-aged,123.0
61,99.0,163.6,36.99,male,endurance,advanced,Running + Cycling,55,575.1,6,Obese,Senior,159.5
49,83.2,170.0,28.79,female,weight_loss,intermediate,Cardio + HIIT,50,376.5,4,Overweight,Middle-aged,124.0
64,63.6,179.9,19.65,male,flexibility,advanced,Yoga + Stretching,63,166.3,6,Normal,Senior,147.1
29,55.2,182.6,16.56,male,muscle_gain,advanced,Strength Training,65,300.5,5,Underweight,Adult,161.6
41,50.8,157.7,20.43,male,muscle_gain,beginner,Strength Training,37,148.0,3,Normal,Middle-aged,66.3
60,67.4,198.9,17.04,female,flexibility,beginner,Yoga + Stretching,26,80.0,4,Underweight,Senior,54.0
42,48.9,177.2,15.57,female,muscle_gain,beginner,Strength Training,38,145.6,4,Underweight,Middle-aged,66.6
24,93.2,156.8,37.91,female,weight_loss,beginner,Cardio + HIIT,30,288.0,4,Obese,Young,76.8
41,69.1,194.7,18.23,male,weight_loss,intermediate,Cardio + HIIT,47,306.9,4,Underweight,Middle-aged,120.2
62,115.1,153.7,48.72,female,general_fitness,advanced,Mixed Training,72,638.1,5,Obese,Senior,166.0
37,51.3,195.4,13.44,female,weight_loss,advanced,Cardio + HIIT,70,346.5,6,Underweight,Adult,166.0
62,64.2,199.8,16.08,male,muscle_gain,intermediate,Strength Training,60,269.6,4,Underweight,Senior,123.0
45,107.1,185.0,31.29,male,muscle_gain,beginner,Strength Training,36,297.2,4,Obese,Middle-aged,80.7
58,95.9,188.5,26.99,male,muscle_gain,beginner,Strength Training,35,240.5,4,Overweight,Senior,74.6
63,50.5,166.9,18.13,female,weight_loss,intermediate,Cardio + HIIT,45,189.8,5,Underweight,Senior,107.5
32,119.6,197.1,30.79,female,muscle_gain,beginner,Strength Training,27,266.4,4,Obese,Adult,73.1
41,119.6,176.5,38.39,male,muscle_gain,beginner,Strength Training,38,357.9,4,Obese,Middle-aged,85.0
51,73.1,186.6,20.99,female,general_fitness,intermediate,Mixed Training,41,245.9,5,Normal,Middle-aged,111.1
16,73.9,196.2,19.2,male,weight_loss,beginner,Cardio + HIIT,35,276.8,3,Normal,Young,78.2
23,129.1,198.8,32.67,male,muscle_gain,advanced,Strength Training,57,634.7,5,Obese,Young,160.5
64,98.2,191.7,26.72,male,muscle_gain,beginner,Strength Training,42,285.3,4,Overweight,Senior,82.5
50,90.2,165.2,33.05,male,muscle_gain,beginner,Strength Training,25,169.1,4,Obese,Middle-aged,62.4
30,116.2,198.3,29.55,male,endurance,beginner,Running + Cycling,25,363.1,3,Overweight,Adult,78.5
62,69.2,181.4,21.03,male,weight_loss,beginner,Cardio + HIIT,36,209.3,3,Normal,Senior,71.9
37,81.5,196.5,21.11,male,weight_loss,intermediate,Cardio + HIIT,54,424.7,5,Normal,Adult,126.0
29,67.8,183.8,20.07,male,endurance,intermediate,Running + Cycling,44,374.8,5,Normal,Adult,121.0
41,112.1,165.4,40.98,female,muscle_gain,intermediate,Strength Training,45,397.3,4,Obese,Middle-aged,121.5
43,93.7,168.5,33.0,male,muscle_gain,intermediate,Strength Training,55,401.5,5,Obese,Middle-aged,126.5
38,101.0,177.5,32.06,male,weight_loss,beginner,Cardio + HIIT,36,349.1,3,Obese,Adult,84.0
29,66.4,189.5,18.49,female,weight_loss,intermediate,Cardio + HIIT,51,340.3,5,Underweight,Adult,124.5
39,63.7,165.9,23.14,male,weight_loss,beginner,Cardio + HIIT,27,164.3,3,Normal,Adult,62.9
17,86.5,179.0,27.0,female,weight_loss,beginner,Cardio + HIIT,26,239.5,4,Overweight,Young,70.0
60,107.7,167.3,38.48,female,endurance,advanced,Running + Cycling,61,698.0,6,Obese,Senior,162.5
41,89.6,190.8,24.61,male,general_fitness,advanced,Mixed Training,56,434.6,6,Normal,Middle-aged,160.0
29,47.8,173.3,15.92,female,weight_loss,intermediate,Cardio + HIIT,60,288.2,4,Underweight,Adult,124.8
22,118.8,153.8,50.22,female,muscle_gain,beginner,Strength Training,31,319.2,4,Obese,Young,80.4
18,50.5,158.3,20.15,female,weight_loss,beginner,Cardio + HIIT,35,187.4,3,Normal,Young,69.2
62,126.2,153.1,53.84,female,muscle_gain,advanced,Strength Training,65,574.2,5,Obese,Senior,164.5
38,47.1,175.0,15.38,male,weight_loss,beginner,Cardio + HIIT,38,171.8,3,Underweight,Adult,69.2
61,104.0,155.3,43.12,female,general_fitness,beginner,Mixed Training,27,217.5,3,Obese,Senior,68.2
58,52.0,155.7,21.45,male,endurance,beginner,Running + Cycling,38,212.4,4,Normal,Senior,73.2
62,122.4,197.1,31.51,male,general_fitness,beginner,Mixed Training,35,329.9,4,Obese,Senior,83.5
60,84.5,193.6,22.54,male,general_fitness,beginner,Mixed Training,28,184.4,4,Normal,Senior,65.4
33,56.7,172.6,19.03,male,muscle_gain,intermediate,Strength Training,56,260.6,4,Normal,Adult,120.1
53,74.0,199.3,18.63,male,muscle_gain,intermediate,Strength Training,55,300.2,5,Normal,Middle-aged,123.5
50,59.0,150.0,26.22,female,weight_loss,advanced,Cardio + HIIT,57,302.7,5,Overweight,Middle-aged,157.8
30,59.5,180.7,18.22,female,muscle_gain,beginner,Strength Training,34,168.6,3,Underweight,Adult,66.9
